_id,dni,nombre,apellido,edad,experiencia_vehiculo,numero_poliza,tipo_poliza,prima,marca_vehiculo,modelo_vehiculo,edad_vehiculo,color,direccion,provincia,ciudad
67a0f8248d8acdc8201d7790,60619514R,Ignacio,Chaparro,52,29,078-028-833,terceros ampliado,520,Nissan,Juke,4,Beige,Canada Cintia Crespi 73 Piso 7 \nHuelva 42609,Girona,Girona
67a0f8248d8acdc8201d7791,26155800Q,Amelia,Tejera,45,24,333-542-830,terceros ampliado,520,Rolls-Royce,Phantom,4,Gris,Glorieta Ofelia Hierro 33 Piso 3 \nNavarra 29665,Alava,Vitoria-Gasteiz
67a0f8248d8acdc8201d7792,88048056P,Juan,Romeu,49,9,663-507-056,todo riesgo,640,Jaguar,F-Pace,8,Negro,Pasaje Concha Ferrero 16\nPalencia 11394,Ourense,Carballino
67a0f8248d8acdc8201d7793,56800081V,Asdrubal,Marco,22,1,352-487-764,todo riesgo,900,Rolls-Royce,Wraith,10,Rosa,Vial de Dora Cabanillas 227 Piso 7 \nMelilla 15346,Ourense,Carballino
67a0f8248d8acdc8201d7794,75245520P,Dolores,Mora,56,14,338-651-605,terceros,640,Skoda,Superb,8,Negro,Avenida de Angeles Jorda 50 Puerta 8 \nLa Coruna 18321,Islas Baleares,Ibiza
67a0f8248d8acdc8201d7795,41840022D,Nereida,Andres,42,24,651-431-595,terceros ampliado,580,Porsche,911,6,Blanco,Alameda de Jose Luis Arino 51 Puerta 0 \nJaen 18313,Cadiz,El Puerto de Santa Maria
67a0f8248d8acdc8201d7796,74140206M,Eva Maria,Vigil,59,19,380-306-810,terceros ampliado,580,Porsche,Cayenne,6,Plata,Via Nicolasa Bustos 54\nTeruel 49654,Huesca,Jaca
67a0f8248d8acdc8201d7797,77002412E,Sebastian,Sanmiguel,59,23,570-669-825,todo riesgo con franquicia,730,Porsche,911,11,Verde,Pasadizo Perla Casanovas 3\nAlava 13972,Jaen,Jaen
67a0f8248d8acdc8201d7798,95681639Y,Adalberto,Cornejo,41,12,270-243-744,todo riesgo con franquicia,700,Seat,Alhambra,10,Marron,Avenida de Ciriaco Aznar 533\nAlmeria 35313,Cantabria,Torrelavega
67a0f8248d8acdc8201d7799,33373198Z,Esteban,Ribes,61,23,934-382-081,terceros,520,BMW,X3,4,Plata,C Heriberto Alarcon 99\nLleida 26698,Palencia,Palencia
67a0f8248d8acdc8201d779a,39881847P,Hortensia,Trujillo,44,3,388-251-891,todo riesgo con franquicia,820,Bentley,Mulsanne,14,Beige,Calle Nicodemo Canas 52\nCaceres 10307,Huesca,Barbastro
67a0f8248d8acdc8201d779b,38675168R,Noemi,Elias,26,8,872-591-119,todo riesgo con franquicia,790,Seat,Alhambra,13,Rojo,Vial Maria Manuela Palacio 4 Puerta 5 \nBarcelona 48007,Huelva,Almonte
67a0f8248d8acdc8201d779c,78096445Z,Francisca,Nieto,30,2,370-513-685,terceros ampliado,610,Volkswagen,Arteon,7,Azul,Pasadizo de Pacifica Vendrell 86 Piso 3 \nSegovia 05234,Malaga,Marbella
67a0f8248d8acdc8201d779d,13298585P,Delfina,Salgado,26,8,403-809-981,terceros ampliado,760,Citroen,C4,12,Blanco,Glorieta Pascual Marques 9\nMelilla 29189,Huesca,Fraga
67a0f8248d8acdc8201d779e,72177147L,Elba,Castaneda,56,19,403-964-084,todo riesgo con franquicia,490,Kia,Soul,3,Rojo,Urbanizacion de Andres Felipe Bustos 82 Puerta 2 \nAlicante 07963,Huelva,Ayamonte
67a0f8248d8acdc8201d779f,40847112D,Lope,Alegria,53,35,660-235-593,terceros,970,Seat,Ibiza,19,Blanco,Pasaje de Imelda Manrique 9 Piso 3 \nSalamanca 47937,Murcia,Molina de Segura
67a0f8248d8acdc8201d77a0,18565796N,Renato,Murcia,24,6,634-456-837,todo riesgo con franquicia,1110,Alfa Romeo,Tonale,17,Azul,Glorieta Felix Ochoa 27\nValencia 19547,Sevilla,Sevilla
67a0f8248d8acdc8201d77a1,82499402N,Jaime,Macias,55,13,085-964-204,terceros ampliado,520,Honda,Fit,4,Negro,Ronda Custodio Rios 10\nVizcaya 15388,Huesca,Barbastro
67a0f8248d8acdc8201d77a2,31670529N,Gracia,Miralles,61,43,438-896-348,terceros ampliado,820,Jeep,Cherokee,14,Blanco,Paseo Lucas Silva 46\nSevilla 31532,Sevilla,Sevilla
67a0f8248d8acdc8201d77a3,99719917J,Laura,Olivera,28,8,879-070-073,terceros,760,Alfa Romeo,Tonale,12,Gris,Alameda Asdrubal Pujadas 4 Apt 89 \nVizcaya 29157,Castellon,Villarreal
67a0f8248d8acdc8201d77a4,71646212Q,Elisabet,Varela,57,23,100-263-561,terceros,520,Bugatti,Chiron,4,Beige,Avenida Nadia Agudo 44\nCadiz 50692,Cordoba,Palma del Rio
67a0f8248d8acdc8201d77a5,81129411Q,Eustaquio,Carnero,58,34,780-607-920,todo riesgo con franquicia,790,Volvo,XC90,13,Rosa,Cuesta Ernesto Padilla 987 Apt 44 \nGuadalajara 12771,A Coruna,A Coruna
67a0f8248d8acdc8201d77a6,59441714P,Horacio,Suarez,61,34,171-907-492,terceros,550,Peugeot,3008,5,Negro,Paseo de Aaron Padilla 66\nAlava 10305,Caceres,Coria
67a0f8248d8acdc8201d77a7,31057047D,Viviana,Cornejo,65,31,422-259-278,terceros ampliado,520,Ferrari,F8 Tributo,4,Negro,Vial de Zaida Valdes 2 Puerta 0 \nAvila 32779,Navarra,Baranain
67a0f8248d8acdc8201d77a8,15791549W,Carmela,Castell,45,27,235-289-972,terceros,820,Bugatti,Chiron Super Sport,14,Beige,Paseo de Mario Lara 969 Puerta 7 \nValencia 03007,La Rioja,Arnedo
67a0f8248d8acdc8201d77a9,44632789R,Paloma,Manrique,69,26,089-518-080,todo riesgo con franquicia,430,Hyundai,i10,1,Gris,Acceso de Bonifacio Tudela 52 Puerta 8 \nTarragona 42515,Almeria,Roquetas de Mar
67a0f8248d8acdc8201d77aa,30813622Q,Ariel,Diaz,24,4,667-130-422,terceros ampliado,780,Opel,Mokka,6,Plata,Vial Blas Paredes 72\nZaragoza 21209,Teruel,Alcaniz
67a0f8248d8acdc8201d77ab,44199784V,Evelia,Contreras,18,0,345-010-563,todo riesgo,870,Bugatti,Chiron,9,Negro,Via Alvaro Pi 83\nZaragoza 51954,Huesca,Jaca
67a0f8248d8acdc8201d77ac,43397133C,Diana,Jurado,28,7,834-852-827,todo riesgo,760,Nissan,Leaf,12,Rojo,Ronda de Artemio Alvarez 17\nOurense 28232,Segovia,San Ildefonso
67a0f8248d8acdc8201d77ad,68160093F,Pili,Boada,39,6,136-363-277,terceros ampliado,910,Bentley,Flying Spur,17,Blanco,Plaza Florencia Girona 59 Piso 3 \nLleida 29607,Malaga,Velez-Malaga
67a0f8248d8acdc8201d77ae,15359692Q,Bibiana,Gallego,44,22,663-683-622,todo riesgo con franquicia,910,Bugatti,Chiron Super Sport,17,Beige,Plaza Felicia Calleja 7 Apt 68 \nCiudad 10386,La Rioja,Calahorra
67a0f8248d8acdc8201d77af,18571084X,Jose,Huguet,66,19,522-301-434,todo riesgo con franquicia,670,Opel,Astra,9,Blanco,Plaza de Chelo Otero 50 Apt 89 \nSegovia 47229,Madrid,Alcala de Henares
67a0f8248d8acdc8201d77b0,25949158Y,Matias,Pina,65,44,535-705-076,todo riesgo con franquicia,880,Lexus,ES,16,Blanco,Callejon de Gala Cerdan 34\nValladolid 07047,Castellon,Almazora
67a0f8248d8acdc8201d77b1,17226428A,Amarilis,Cortina,52,4,248-932-515,terceros ampliado,1000,Bentley,Flying Spur,20,Rosa,Avenida Mireia Marmol 671\nHuesca 07245,La Rioja,Arnedo
67a0f8248d8acdc8201d77b2,32435908C,Alvaro,Machado,52,30,629-614-790,todo riesgo con franquicia,670,Ferrari,Roma,9,Blanco,Vial Tadeo Ortuno 23 Puerta 7 \nJaen 48044,Granada,Loja
67a0f8248d8acdc8201d77b3,24408639G,Mauricio,Aranda,39,21,162-979-999,todo riesgo,760,BMW,X3,12,Negro,Glorieta Jordi Portillo 57 Puerta 6 \nTarragona 26965,Soria,Almazan
67a0f8248d8acdc8201d77b4,76158820R,Marisela,Criado,20,1,627-923-423,terceros,780,Bentley,Flying Spur,6,Verde,Pasadizo Nazaret Moraleda 51\nBurgos 45467,Cadiz,Jerez de la Frontera
67a0f8248d8acdc8201d77b5,38077086B,Jaime,Segarra,56,10,353-834-366,todo riesgo,880,Seat,Ibiza,16,Rosa,Alameda de Renato Conesa 5\nLeon 38708,Ciudad Real,Ciudad Real
67a0f8248d8acdc8201d77b6,46259908P,Aureliano,Pastor,50,15,155-843-024,todo riesgo con franquicia,880,Jaguar,XF,16,Negro,Callejon Maximiano Valles 8\nCordoba 45935,Guipuzcoa,San Sebastian
67a0f8248d8acdc8201d77b7,62835492K,Bernardo,Carrion,60,30,319-551-093,terceros ampliado,700,Peugeot,3008,10,Marron,Camino Fanny Pina 60\nTarragona 35024,Murcia,Murcia
67a0f8248d8acdc8201d77b8,45008124E,Rafaela,Galan,32,9,998-166-690,terceros,520,Citroen,Berlingo,4,Negro,Acceso de Bernardino Estrada 89 Piso 7 \nTeruel 30701,Zaragoza,Ejea de los Caballeros
67a0f8248d8acdc8201d77b9,79704655H,Tito,Almagro,22,1,352-561-059,todo riesgo,990,Chevrolet,Bolt,13,Rosa,Cuesta Rosalina Macias 81\nCeuta 02265,Tarragona,Tortosa
67a0f8248d8acdc8201d77ba,32152141G,Emigdio,Canellas,70,45,346-478-440,terceros ampliado,670,Bugatti,Bolide,9,Marron,Calle de Tomasa Hoyos 8 Puerta 1 \nValencia 18300,Albacete,Albacete
67a0f8248d8acdc8201d77bb,15594746X,Sabina,Duran,31,10,133-970-361,todo riesgo,520,Skoda,Fabia,4,Azul,Acceso Jose Ripoll 84 Apt 83 \nAvila 50187,Salamanca,Penaranda de Bracamonte
67a0f8248d8acdc8201d77bc,90904634D,Remedios,Casanova,46,2,698-416-875,terceros,880,Suzuki,SX4,16,Marron,Pasadizo Ricardo Jauregui 2 Piso 5 \nVizcaya 05933,Cuenca,San Clemente
67a0f8248d8acdc8201d77bd,94395453A,Angelina,Dominguez,58,40,256-593-221,terceros ampliado,700,Tesla,Model X,10,Blanco,Pasaje de Clotilde Aguilo 398 Apt 34 \nSoria 44908,Cordoba,Montilla
67a0f8248d8acdc8201d77be,92818110T,Silvio,Huguet,31,13,357-370-162,todo riesgo con franquicia,460,Mercedes-Benz,GLE,2,Beige,Camino de Emiliana Rios 29\nToledo 36055,Toledo,Toledo
67a0f8248d8acdc8201d77bf,93976213F,Heraclio,Domenech,44,5,879-696-773,terceros,760,Peugeot,2008,12,Verde,Cuesta de Nacio Flor 62\nSegovia 31310,Almeria,Adra
67a0f8248d8acdc8201d77c0,75282885K,Encarnacion,Pelayo,41,12,319-717-081,todo riesgo con franquicia,580,Subaru,Impreza,6,Gris,Glorieta Oriana Pujadas 22\nAsturias 14179,Lleida,Lleida
67a0f8248d8acdc8201d77c1,77950785J,Amaro,Macias,48,22,814-144-709,terceros ampliado,550,Seat,Ibiza,5,Rosa,Avenida Chema Cepeda 15 Puerta 2 \nCantabria 48465,Navarra,Baranain
67a0f8248d8acdc8201d77c2,28540983F,Nazaret,Morillo,58,26,880-428-370,terceros,790,Alfa Romeo,Stelvio,13,Azul,Acceso de Lorena Ferran 82 Apt 01 \nLleida 33341,Salamanca,Ciudad Rodrigo
67a0f8248d8acdc8201d77c3,45408415K,Hernan,Martinez,24,5,912-233-803,todo riesgo,780,Ford,Focus,6,Rojo,Canada Sebastian Marmol 69\nZamora 08354,Cuenca,Quintanar del Rey
67a0f8248d8acdc8201d77c4,54478410N,Amaya,Soto,50,22,706-960-850,terceros ampliado,580,Volvo,XC90,6,Rojo,Ronda Juliana Pozuelo 802\nPontevedra 10790,Ciudad Real,Valdepenas
67a0f8248d8acdc8201d77c5,31990684F,Jenny,Fabregat,39,21,263-887-641,terceros,820,Ford,Focus,14,Marron,Cuesta Amancio Escolano 66\nTeruel 33854,Palencia,Guardo
67a0f8248d8acdc8201d77c6,59473315F,Tomasa,Gimenez,49,15,967-177-809,terceros,430,Ferrari,812 Superfast,1,Gris,Pasadizo de Jose Ramon Alcalde 60\nOurense 49863,Albacete,Albacete
67a0f8248d8acdc8201d77c7,46234807T,Abril,Palomo,63,42,562-036-475,todo riesgo con franquicia,610,Honda,CR-V,7,Gris,Alameda Eusebia Martin 59\nHuesca 39648,Lugo,Monforte de Lemos
67a0f8248d8acdc8201d77c8,30586835D,Faustino,Clavero,60,21,590-222-201,todo riesgo,820,Jaguar,F-Pace,14,Rojo,Cuesta de Irma Cornejo 85 Puerta 3 \nZamora 01268,Santa Cruz de Tenerife,Santa Cruz de Tenerife
67a0f8248d8acdc8201d77c9,94247841M,Isidoro,Cordero,67,41,662-796-818,terceros ampliado,490,Jeep,Cherokee,3,Marron,Ronda de Ruth Contreras 90\nAsturias 16531,Murcia,Alcantarilla
67a0f8248d8acdc8201d77ca,74952754D,Rolando,Navarrete,39,16,726-786-544,terceros,970,Peugeot,3008,19,Beige,C Trinidad Urrutia 17\nGranada 08860,Huelva,Almonte
67a0f8248d8acdc8201d77cb,72692894Z,Paola,Pedraza,53,17,493-526-630,terceros ampliado,490,Hyundai,i20,3,Azul,Pasadizo Leopoldo Guzman 9\nVizcaya 10719,Burgos,Medina de Pomar
67a0f8248d8acdc8201d77cc,64512780B,Eugenia,Macias,33,2,448-317-588,terceros ampliado,580,Peugeot,308,6,Verde,Callejon de Noelia Benitez 4 Piso 5 \nMelilla 34998,Guipuzcoa,San Sebastian
67a0f8248d8acdc8201d77cd,52167838C,Roberto,Olivares,34,6,685-141-861,todo riesgo,490,Chevrolet,Bolt,3,Beige,Ronda Candelas Garriga 98 Piso 1 \nSalamanca 40401,Zaragoza,Calatayud
67a0f8248d8acdc8201d77ce,54880125D,Cristobal,Bernat,30,4,521-066-858,terceros ampliado,520,Alfa Romeo,Giulia,4,Rojo,Calle de Jordi Moll 16\nAlava 24217,A Coruna,Oleiros
67a0f8248d8acdc8201d77cf,15638475Q,Matilde,Donaire,24,2,598-310-011,todo riesgo,960,Renault,Clio,12,Blanco,Vial de Anastasio Vera 3\nGuadalajara 14521,Cantabria,Santander
67a0f8248d8acdc8201d77d0,66632682A,Benigno,Antunez,44,13,020-140-708,todo riesgo con franquicia,430,Lamborghini,Murcielago,1,Rojo,Rambla Noa Herranz 9 Piso 8 \nOurense 08885,Leon,Villaquilambre
67a0f8248d8acdc8201d77d1,37700465S,Yesica,Quintanilla,54,8,829-103-833,terceros ampliado,850,Lamborghini,Huracán,15,Negro,Cuesta de Zaida Calzada 48 Puerta 5 \nBadajoz 47789,Murcia,Molina de Segura
67a0f8248d8acdc8201d77d2,25363362C,Fabiola,Rebollo,38,17,329-422-546,todo riesgo con franquicia,580,Toyota,Corolla,6,Plata,Rambla de Marisol Amaya 710 Puerta 6 \nCuenca 07003,Malaga,Marbella
67a0f8248d8acdc8201d77d3,80444468J,Nando,Solis,24,2,976-738-387,terceros,870,Land Rover,Defender,9,Azul,C Duilio Herrero 38 Puerta 7 \nSanta Cruz de Tenerife 15045,Zaragoza,Utebo
67a0f8248d8acdc8201d77d4,82113897X,Rolando,Becerra,51,18,763-939-334,terceros ampliado,1000,Volvo,V60,20,Verde,Ronda Luisina Mur 701\nAlava 21463,Cadiz,Cadiz
67a0f8248d8acdc8201d77d5,12430970E,Maria Jesus,Marco,62,28,822-330-865,terceros,730,Ferrari,Roma,11,Rosa,Via de Anastasio Solsona 236\nSegovia 33987,Burgos,Medina de Pomar
67a0f8248d8acdc8201d77d6,28941476R,Raul,Bernad,51,21,876-054-199,terceros,490,Mitsubishi,Eclipse Cross,3,Beige,Acceso Clementina Soto 6\nMalaga 40043,Valencia,Valencia
67a0f8248d8acdc8201d77d7,53529415C,Lisandro,Belmonte,61,10,208-342-780,todo riesgo,880,McLaren,720S,16,Beige,Urbanizacion Felipe Grau 6 Apt 90 \nHuesca 35142,Vizcaya,Barakaldo
67a0f8248d8acdc8201d77d8,64274226J,Rufino,Arnaiz,65,47,164-760-795,todo riesgo con franquicia,490,Rolls-Royce,Wraith,3,Plata,Pasaje de Raimundo Escolano 6 Puerta 3 \nAlbacete 11640,Cordoba,Cordoba
67a0f8248d8acdc8201d77d9,68191048G,Florinda,Valls,55,3,311-206-975,terceros ampliado,730,Toyota,Camry,11,Blanco,Pasadizo de Joel Piquer 37\nTarragona 43331,Lleida,Balaguer
67a0f8248d8acdc8201d77da,77111494S,Nelida,Julian,45,19,861-201-006,todo riesgo,850,Lamborghini,Gallardo,15,Gris,Rambla de Anabel Fuentes 54\nCordoba 21298,Castellon,Almazora
67a0f8258d8acdc8201d77db,82648602B,Barbara,Aguilar,33,11,246-923-401,terceros ampliado,490,Lexus,NX,3,Rojo,Ronda de Roque Tovar 576 Puerta 0 \nAlmeria 36985,Cordoba,Montilla
67a0f8258d8acdc8201d77dc,13543633Z,Amanda,Tellez,42,8,143-828-310,terceros,850,Jaguar,XE,15,Azul,Avenida Anna Gordillo 24 Piso 1 \nMadrid 16073,Almeria,Nijar
67a0f8258d8acdc8201d77dd,12974468F,Estrella,Carretero,36,7,063-716-465,terceros ampliado,790,Porsche,Taycan,13,Rojo,Plaza de Gilberto Barcelo 12\nLeon 24053,Castellon,Almazora
67a0f8258d8acdc8201d77de,98210444F,Heliodoro,Alvaro,44,13,858-320-520,terceros,1000,McLaren,GT,20,Rojo,Via Clotilde Polo 554 Puerta 6 \nVizcaya 51276,Jaen,Jaen
67a0f8258d8acdc8201d77df,80272170P,Mar,Vilanova,29,4,098-170-391,terceros ampliado,520,Ford,Fiesta,4,Marron,Glorieta Cesar Serna 264\nPontevedra 12696,Sevilla,Sevilla
67a0f8258d8acdc8201d77e0,31834964C,Manu,Tudela,64,3,216-972-567,terceros,940,Toyota,Yaris,18,Beige,Camino Erasmo Rodriguez 21\nCiudad 43003,Guipuzcoa,San Sebastian
67a0f8258d8acdc8201d77e1,67970880S,Nicodemo,Estrada,24,2,865-822-271,todo riesgo con franquicia,990,Citroen,C4,13,Negro,Plaza de Berto Andres 74 Apt 98 \nZamora 40876,Avila,Avila
67a0f8258d8acdc8201d77e2,54734942W,Jordi,Montana,27,4,967-491-953,terceros,520,Rolls-Royce,Phantom,4,Gris,Pasadizo de Prudencio Bello 811 Piso 8 \nMalaga 15817,Guipuzcoa,Irun
67a0f8258d8acdc8201d77e3,67177706L,Edgardo,Barreda,57,13,150-796-256,terceros,670,Seat,Ateca,9,Rojo,Calle Fausto Quintanilla 36\nPalencia 48325,Leon,Ponferrada
67a0f8258d8acdc8201d77e4,47184883S,Jeremias,Alvarez,51,7,777-106-201,terceros,460,Mercedes-Benz,Clase S,2,Beige,Callejon Cruz Hidalgo 4 Apt 65 \nCeuta 24683,Cadiz,El Puerto de Santa Maria
67a0f8258d8acdc8201d77e5,78253937W,Luciana,Matas,54,30,267-885-600,todo riesgo con franquicia,670,Mini,Clubman,9,Marron,Ronda de Alberto Baeza 5 Piso 5 \nVizcaya 01535,Teruel,Alcaniz
67a0f8258d8acdc8201d77e6,82527381T,Rene,Marquez,46,13,154-532-239,todo riesgo,700,Citroen,C5,10,Gris,Pasaje Malena Ferrandez 43\nLugo 27145,Madrid,Alcala de Henares
67a0f8258d8acdc8201d77e7,29789727N,Serafina,Iglesias,64,10,818-221-605,terceros ampliado,790,Nissan,Leaf,13,Rosa,Ronda Hernando Roman 2 Piso 7 \nCantabria 01445,Huelva,Lepe
67a0f8258d8acdc8201d77e8,40451223L,Mayte,Casanova,46,21,319-521-661,todo riesgo con franquicia,580,Ferrari,Portofino,6,Beige,Cuesta Yesica Vazquez 24 Puerta 9 \nSevilla 44589,Cadiz,Cadiz
67a0f8258d8acdc8201d77e9,77326567S,Julia,Guerra,40,16,438-247-911,terceros ampliado,430,Honda,HR-V,1,Gris,Pasadizo de Eugenio Andrade 41 Puerta 1 \nZamora 17581,Zaragoza,Tarazona
67a0f8258d8acdc8201d77ea,29066983C,Moises,Bautista,42,20,245-361-782,todo riesgo con franquicia,430,Audi,A3,1,Rosa,Acceso de Alcides Vergara 79 Piso 9 \nToledo 08092,Badajoz,Merida
67a0f8258d8acdc8201d77eb,58536971Q,Pepito,Iriarte,41,15,257-640-808,todo riesgo,820,Audi,Q7,14,Rosa,Ronda Saturnino Pellicer 42\nMadrid 04094,Ciudad Real,Puertollano
67a0f8258d8acdc8201d77ec,29027724E,Modesta,Feliu,59,40,058-840-194,todo riesgo con franquicia,820,Bugatti,Divo,14,Verde,Canada Belen Collado 60\nCordoba 15393,Zaragoza,Zaragoza
67a0f8258d8acdc8201d77ed,97223422F,Urbano,Perez,46,11,526-200-954,todo riesgo con franquicia,760,Subaru,Forester,12,Beige,Alameda de Manu Mendez 919\nSalamanca 21270,Las Palmas,Telde
67a0f8258d8acdc8201d77ee,23819478B,Manuelita,Batlle,39,9,601-896-076,todo riesgo con franquicia,430,Alfa Romeo,4C,1,Marron,Urbanizacion de Baudelio Simo 54 Puerta 1 \nVizcaya 23915,Tarragona,Reus
67a0f8258d8acdc8201d77ef,53644072E,Selena,Escalona,22,2,620-236-733,terceros,1170,Mercedes-Benz,Clase S,19,Verde,Acceso de Prudencio Posada 821\nCordoba 14856,Soria,Almazan
67a0f8258d8acdc8201d77f0,82371835A,Vinicio,Montes,38,15,872-950-273,terceros ampliado,520,Porsche,Panamera,4,Plata,Plaza Chita Coloma 6 Puerta 8 \nLas Palmas 32858,A Coruna,Ferrol
67a0f8258d8acdc8201d77f1,98159820Y,Reyes,Guerra,56,11,988-703-891,terceros,550,Dacia,Stepway,5,Verde,Pasaje Maura Carbo 225 Puerta 6 \nCeuta 21181,Ciudad Real,Puertollano
67a0f8258d8acdc8201d77f2,20101759N,Che,Canton,65,21,335-099-964,todo riesgo con franquicia,580,Land Rover,Defender,6,Verde,Plaza Chus Maldonado 20\nCantabria 21352,Cordoba,Palma del Rio
67a0f8258d8acdc8201d77f3,19401051E,Trinidad,Rubio,70,22,701-490-956,todo riesgo,490,Seat,Ateca,3,Azul,Avenida Cecilia Marmol 1\nLa Rioja 21291,Girona,Figueres
67a0f8258d8acdc8201d77f4,10714522H,Noemi,Morales,65,22,115-447-442,todo riesgo con franquicia,580,Seat,Ibiza,6,Verde,Alameda de Pedro Mateos 70 Puerta 4 \nGuadalajara 12235,Guipuzcoa,Irun
67a0f8258d8acdc8201d77f5,99608147T,Maria Teresa,Solera,43,11,136-848-291,todo riesgo,550,Mercedes-Benz,Clase S,5,Beige,Paseo de Rosaura Tur 820 Apt 18 \nCiudad 35863,Murcia,Cartagena
67a0f8258d8acdc8201d77f6,28346515G,Ofelia,Pedro,45,4,538-814-764,terceros ampliado,760,Rolls-Royce,Wraith,12,Rojo,Pasaje Salome Blanes 97\nPalencia 29837,Valladolid,Arroyo de la Encomienda
67a0f8258d8acdc8201d77f7,63955007B,Roberta,Cuadrado,38,15,413-472-314,todo riesgo con franquicia,820,Tesla,Model 3,14,Rojo,Paseo Vidal Dominguez 95 Apt 31 \nLa Coruna 43851,Cordoba,Puente Genil
67a0f8258d8acdc8201d77f8,66154422M,Virgilio,Cordero,66,44,122-427-175,todo riesgo,430,Skoda,Karoq,1,Verde,Ronda Martin Roig 40 Apt 01 \nBadajoz 47286,Badajoz,Badajoz
67a0f8258d8acdc8201d77f9,61993111S,Remedios,Zabala,38,10,458-722-736,todo riesgo,520,Mazda,CX-30,4,Blanco,C de Walter Gutierrez 19\nOurense 41606,Soria,Burgo de Osma-Ciudad de Osma
67a0f8258d8acdc8201d77fa,43397900M,Maria Angeles,Mulet,67,16,501-501-208,terceros,640,Opel,Insignia,8,Beige,Urbanizacion Aaron Chamorro 24\nMadrid 12798,Barcelona,Badalona
67a0f8258d8acdc8201d77fb,96359065J,Victorino,Solana,21,1,535-066-984,todo riesgo,870,Chevrolet,Camaro,9,Gris,Glorieta Hugo Rius 93 Apt 13 \nSegovia 21210,Valladolid,Medina del Campo
67a0f8258d8acdc8201d77fc,75937280C,Priscila,Giner,19,1,545-331-170,todo riesgo con franquicia,960,Mercedes-Benz,GLC,12,Azul,Camino de Alejandra Pla 58\nLleida 30644,Tarragona,Tortosa
67a0f8258d8acdc8201d77fd,77998860H,Mario,Alberola,20,1,837-598-755,todo riesgo,960,Porsche,Macan,12,Blanco,Ronda de Gaspar Arevalo 907 Piso 7 \nGranada 50449,A Coruna,Santiago de Compostela
67a0f8258d8acdc8201d77fe,64532666W,Marina,Carvajal,60,9,041-149-974,terceros,970,Mercedes-Benz,Clase E,19,Gris,Cuesta de Alexandra Mariscal 84 Puerta 1 \nMadrid 20162,Burgos,Burgos
67a0f8258d8acdc8201d77ff,56779261N,Jafet,Aparicio,63,29,106-312-945,todo riesgo,460,Land Rover,Range Rover,2,Blanco,Callejon Estefania Montenegro 916 Piso 4 \nGuadalajara 32828,Huesca,Jaca
67a0f8258d8acdc8201d7800,12789070N,Rico,Canals,25,5,190-163-698,todo riesgo con franquicia,520,Rolls-Royce,Wraith,4,Gris,Ronda Natividad Nino 786 Apt 74 \nZaragoza 03225,Murcia,Molina de Segura
67a0f8258d8acdc8201d7801,60967265S,Onofre,Aviles,64,39,043-558-549,todo riesgo,580,Lexus,RX,6,Marron,Vial de Javi Contreras 22 Apt 89 \nAsturias 42214,Lleida,Tarrega
67a0f8258d8acdc8201d7802,10415506W,Tere,Falcon,35,3,503-219-822,todo riesgo,940,Bentley,Bentayga,18,Rosa,Plaza Maricela Carballo 627\nPalencia 44074,Cantabria,Camargo
67a0f8258d8acdc8201d7803,16536788H,Isidro,Huertas,47,23,325-577-250,todo riesgo con franquicia,580,Lamborghini,Murcielago,6,Azul,C Susana Cervera 678 Puerta 8 \nValladolid 36680,Alava,Llodio
67a0f8258d8acdc8201d7804,44311023M,Hernan,Mari,61,29,665-100-174,terceros ampliado,880,McLaren,720S,16,Rosa,Paseo Olivia Salgado 33\nHuesca 10374,Alava,Vitoria-Gasteiz
67a0f8258d8acdc8201d7805,66606590Q,Julia,Chamorro,36,17,284-312-575,todo riesgo con franquicia,700,Jeep,Renegade,10,Rojo,Glorieta de Reina Cano 85 Apt 13 \nCuenca 17609,Granada,Motril
67a0f8258d8acdc8201d7806,43354138N,Malena,Costa,50,20,254-740-113,todo riesgo con franquicia,970,Chevrolet,Bolt,19,Plata,Pasaje Elisabet Berrocal 30 Piso 4 \nMadrid 38107,Granada,Granada
67a0f8258d8acdc8201d7807,59461493F,Felisa,Barco,20,2,661-793-263,todo riesgo con franquicia,990,Mini,Countryman,13,Marron,Rambla de Joaquin Ramis 38\nPalencia 32541,Malaga,Mijas
67a0f8258d8acdc8201d7808,40128637P,Itziar,Tolosa,54,3,316-287-467,todo riesgo,460,Toyota,Corolla,2,Blanco,Vial de Xavier Palma 23\nValladolid 18251,Girona,Girona
67a0f8258d8acdc8201d7809,33059213W,Camila,Iglesia,60,27,496-860-889,todo riesgo,730,Kia,Optima,11,Gris,Avenida de Marcial Fortuny 80 Apt 49 \nJaen 45906,Murcia,Murcia
67a0f8258d8acdc8201d780a,46560119T,Micaela,Ojeda,44,15,887-273-351,terceros ampliado,700,McLaren,720S,10,Rosa,Pasaje Bernardino Diego 16 Apt 49 \nCadiz 25222,Islas Baleares,Manacor
67a0f8258d8acdc8201d780b,22947365N,Amelia,Carmona,47,29,071-536-334,terceros,760,Rolls-Royce,Ghost,12,Plata,Calle Baltasar Paz 75\nZaragoza 18939,La Rioja,Alfaro
67a0f8258d8acdc8201d780c,67062870E,Esther,Arnal,43,22,461-612-816,terceros,460,Tesla,Roadster,2,Beige,Canada de Alejandra Guillen 7 Apt 77 \nTarragona 07124,Las Palmas,Arrecife
